lat,lon,name,address,station_id,parking_hoop,parking_type,contact_phone,is_charging_station,rental_uris.ios,rental_uris.web,rental_uris.android,vehicle_type_capacity.num_bikes_now,vehicle_type_capacity.num_bikes_limit,vehicle_type_capacity.num_bikes_parkable,vehicle_type_capacity.num_bikes_rentalable
35.76596,139.685528,セブンイレブン　板橋前野町6丁目店,東京都板橋区前野町6-8-15,7638,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7638?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7638?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7638?referrer=odpt,2,5,3,2
35.5699419,139.6963716,池上変電所,東京都大田区池上8-10-22,7639,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7639?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7639?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7639?referrer=odpt,5,6,1,5
35.6093189,140.1166366,京成パーク千葉中央立体,千葉県千葉市中央区新田町1,7640,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7640?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7640?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7640?referrer=odpt,1,4,3,0
35.890029181062,139.61620564206,イオンモール与野,埼玉県さいたま市中央区本町西5-2-9,7641,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7641?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7641?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7641?referrer=odpt,6,12,6,5
34.9744605,138.39906,リコージャパン株式会社　静岡支社,静岡県静岡市駿河区さつき町5-37,7642,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7642?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7642?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7642?referrer=odpt,0,6,5,0
34.979669,138.371515,厚生苑　在宅介護支援センター　さくらの郷,静岡県静岡市葵区北番町17-5,7644,False,street_parking,+8105038218282,True,https://www.hellocycling.jp/app/port/detail/7644?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7644?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7644?referrer=odpt,0,6,6,0
35.723836550703,139.67751771212,トヨタモビリティ東京　落合店,東京都新宿区西落合3-23-3,7645,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7645?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7645?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7645?referrer=odpt,1,5,4,1
35.757153747705,139.65144770567,トヨタモビリティ東京　練馬北町店,東京都練馬区早宮2-18-26,7646,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7646?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7646?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7646?referrer=odpt,3,4,1,2
34.708933986865,135.44402236003,大和田北公園,大阪府大阪市西淀川区大和田５丁目２０−２０,7648,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7648?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7648?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7648?referrer=odpt,3,5,2,2
35.9303548,139.6308768,土呂駅西口自転車駐輪場前,埼玉県さいたま市北区土呂町1-6-5,7651,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7651?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7651?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7651?referrer=odpt,4,4,0,3
35.3372488,137.1156403,オリエンタルタワーズEAST,岐阜県多治見市音羽町4-14-1,7652,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7652?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7652?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7652?referrer=odpt,2,3,1,2
35.3423744,137.1078233,ペットブティック　エクレシア,岐阜県多治見市宝町9丁目81-1,7653,False,street_parking,+8105038218282,True,https://www.hellocycling.jp/app/port/detail/7653?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7653?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7653?referrer=odpt,1,3,2,1
35.9304062,139.6311584,土呂駅西口自転車駐輪場 ２階,埼玉県さいたま市北区土呂町1-6-5,7654,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7654?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7654?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7654?referrer=odpt,9,9,0,9
35.171262832139,136.90268799663,ホテル 名古屋ガーデンパレス,愛知県名古屋市中区３丁目１１−１３,7655,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7655?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7655?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7655?referrer=odpt,3,3,0,3
35.8562312,139.6585977,市営高砂第1自転車駐輪場,埼玉県さいたま市浦和区岸町4-2-5,7656,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7656?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7656?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7656?referrer=odpt,11,12,1,11
35.813552355697,139.8430098381,木曽根駐輪場,埼玉県八潮市木曽根343-2,7657,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7657?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7657?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7657?referrer=odpt,6,6,0,5
35.8143579,139.8573488,ゆまにて,埼玉県八潮市南川崎523,7658,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7658?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7658?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7658?referrer=odpt,4,5,1,2
